epitope	gene	freq
NTD	IGLV4-69	0.007782101167315175
NTD	IGLV5-37	0.0019455252918287938
NTD	IGLV5-48	0.0
NTD	IGLV5-52	0.0
NTD	IGLV6-57	0.0038910505836575876
NTD	IGLV7-43	0.005836575875486381
NTD	IGLV7-46	0.0019455252918287938
NTD	IGLV8-61	0.0019455252918287938
NTD	IGLV9-49	0.0
S2	IGKV1-12	0.014573991031390135
S2	IGKV1-13	0.004484304932735426
S2	IGKV1-16	0.005605381165919282
S2	IGKV1-17	0.01233183856502242
S2	IGKV1-27	0.0033632286995515697
S2	IGKV1-33	0.020179372197309416
S2	IGKV1-37	0.0
S2	IGKV1-39	0.07511210762331838
S2	IGKV1-5	0.08744394618834081
S2	IGKV1-6	0.0011210762331838565
S2	IGKV1-8	0.0
S2	IGKV1-9	0.021300448430493273
S2	IGKV1-NL1	0.0
S2	IGKV1/OR2-108	0.0
S2	IGKV1D-12	0.0011210762331838565
S2	IGKV1D-13	0.0
S2	IGKV1D-16	0.0011210762331838565
S2	IGKV1D-8	0.0
S2	IGKV2-24	0.004484304932735426
S2	IGKV2-28	0.004484304932735426
S2	IGKV2-29	0.0
S2	IGKV2-30	0.01569506726457399
S2	IGKV2-40	0.002242152466367713
S2	IGKV2D-28	0.008968609865470852
S2	IGKV2D-29	0.007847533632286996
S2	IGKV2D-30	0.0
S2	IGKV3-11	0.13004484304932734
S2	IGKV3-15	0.020179372197309416
S2	IGKV3-20	0.17488789237668162
S2	IGKV3D-11	0.0
S2	IGKV3D-15	0.03587443946188341
S2	IGKV3D-20	0.0011210762331838565
S2	IGKV3D-7	0.0
S2	IGKV4-1	0.07399103139013453
S2	IGKV6-21	0.0
S2	IGLV1-36	0.0011210762331838565
S2	IGLV1-40	0.0257847533632287
S2	IGLV1-44	0.01233183856502242
S2	IGLV1-47	0.004484304932735426
S2	IGLV1-50	0.0
S2	IGLV1-51	0.010089686098654708
S2	IGLV2-11	0.016816143497757848
S2	IGLV2-14	0.05044843049327354
S2	IGLV2-18	0.002242152466367713
S2	IGLV2-23	0.011210762331838564
S2	IGLV2-8	0.006726457399103139
S2	IGLV3-1	0.05941704035874439
S2	IGLV3-10	0.021300448430493273
S2	IGLV3-16	0.0011210762331838565
S2	IGLV3-19	0.002242152466367713
S2	IGLV3-21	0.008968609865470852
S2	IGLV3-25	0.013452914798206279
S2	IGLV3-27	0.0011210762331838565
S2	IGLV3-9	0.002242152466367713
S2	IGLV4-3	0.0011210762331838565
S2	IGLV4-60	0.0
S2	IGLV4-69	0.007847533632286996
S2	IGLV5-37	0.0
S2	IGLV5-48	0.0011210762331838565
S2	IGLV5-52	0.0
S2	IGLV6-57	0.006726457399103139
S2	IGLV7-43	0.0
S2	IGLV7-46	0.0033632286995515697
S2	IGLV8-61	0.0011210762331838565
S2	IGLV9-49	0.0
RBD	IGKV1-12	0.011795281887245102
RBD	IGKV1-13	0.005397840863654539
RBD	IGKV1-16	0.001999200319872051
RBD	IGKV1-17	0.003398640543782487
RBD	IGKV1-27	0.005797680927628949
RBD	IGKV1-33	0.09156337465013994
RBD	IGKV1-37	0.00019992003198720512
RBD	IGKV1-39	0.13934426229508196
RBD	IGKV1-5	0.048380647740903636
RBD	IGKV1-6	0.003398640543782487
RBD	IGKV1-8	0.0005997600959616154
RBD	IGKV1-9	0.054578168732506996
RBD	IGKV1-NL1	0.014394242303078768
RBD	IGKV1/OR2-108	0.0
RBD	IGKV1D-12	0.003398640543782487
RBD	IGKV1D-13	0.001999200319872051
RBD	IGKV1D-16	0.0005997600959616154
RBD	IGKV1D-8	0.00039984006397441024
RBD	IGKV2-24	0.001799280287884846
RBD	IGKV2-28	0.015393842463014795
RBD	IGKV2-29	0.0009996001599360256
RBD	IGKV2-30	0.008796481407437025
RBD	IGKV2-40	0.0027988804478208716
RBD	IGKV2D-28	0.0007996801279488205
RBD	IGKV2D-29	0.0037984806077568972
RBD	IGKV2D-30	0.0009996001599360256
RBD	IGKV3-11	0.03378648540583767
RBD	IGKV3-15	0.03478608556577369
RBD	IGKV3-20	0.08516593362654938
RBD	IGKV3D-11	0.00039984006397441024
RBD	IGKV3D-15	0.003398640543782487
RBD	IGKV3D-20	0.001999200319872051
RBD	IGKV3D-7	0.00019992003198720512
RBD	IGKV4-1	0.024390243902439025
RBD	IGKV6-21	0.001599360255897641
RBD	IGLV1-36	0.004998000799680128
RBD	IGLV1-40	0.052578968412634944
RBD	IGLV1-44	0.028188724510195922
RBD	IGLV1-47	0.017792882846861254
RBD	IGLV1-50	0.00019992003198720512
RBD	IGLV1-51	0.009596161535385846
RBD	IGLV2-11	0.010995601759296281
RBD	IGLV2-14	0.061975209916033586
RBD	IGLV2-18	0.0007996801279488205
RBD	IGLV2-23	0.029388244702119152
RBD	IGLV2-8	0.01719312275089964
RBD	IGLV3-1	0.009796081567373051
RBD	IGLV3-10	0.0007996801279488205
RBD	IGLV3-16	0.00039984006397441024
RBD	IGLV3-19	0.003598560575769692
RBD	IGLV3-21	0.0667732906837265
RBD	IGLV3-25	0.013994402239104359
RBD	IGLV3-27	0.0011995201919232307
RBD	IGLV3-9	0.00019992003198720512
RBD	IGLV4-3	0.0
RBD	IGLV4-60	0.0013994402239104358
RBD	IGLV4-69	0.0013994402239104358
RBD	IGLV5-37	0.0005997600959616154
RBD	IGLV5-48	0.0
RBD	IGLV5-52	0.00039984006397441024
RBD	IGLV6-57	0.04178328668532587
RBD	IGLV7-43	0.001999200319872051
RBD	IGLV7-46	0.00819672131147541
RBD	IGLV8-61	0.003998400639744102
RBD	IGLV9-49	0.0013994402239104358
